file_name,plate_x,plate_z,sz_top,sz_bot,release_speed,effective_speed,release_spin_rate,release_pos_x,release_pos_y,release_pos_z,release_extension,pfx_x,pfx_z,stand,p_throws,pitch_class,zone
pitch1774.mp4,1.54,2.85,3.52,1.69,94.7,94.8,2373.0,-2.27,54.14,5.36,6.4,-0.49,1.14,L,R,ball,12.0
pitch1775.mp4,-0.9,3.56,3.44,1.71,93.3,93.0,1992.0,-0.57,54.27,6.29,6.2,-0.43,1.25,L,R,ball,11.0
pitch1776.mp4,-0.03,2.84,3.43,1.56,90.5,91.8,2129.0,-2.12,53.45,5.07,7.0,-0.93,1.16,R,R,strike,5.0
pitch1777.mp4,-0.65,2.42,3.59,1.69,93.4,92.0,2109.0,-3.75,54.67,4.77,5.8,-1.6,0.87,L,R,strike,4.0
pitch1778.mp4,0.63,4.12,3.5,1.66,90.5,89.2,2306.0,-0.65,54.95,6.06,5.6,-0.07,1.38,L,R,ball,12.0
pitch1779.mp4,-0.42,2.74,3.7,1.68,96.0,96.7,1910.0,-1.74,54.01,5.71,6.5,-0.53,1.42,L,R,strike,4.0
pitch1780.mp4,-0.76,2.67,3.74,1.75,92.2,92.5,1990.0,1.77,54.1,5.82,6.4,0.2,1.13,R,L,strike,4.0
pitch1782.mp4,0.43,1.65,3.56,1.64,95.7,95.2,2463.0,-2.39,54.3,5.84,6.2,-0.75,1.45,R,R,strike,9.0
pitch1783.mp4,-0.76,3.69,3.48,1.81,93.1,92.9,2691.0,-1.56,54.42,6.23,6.1,-0.5,1.31,R,R,ball,11.0
pitch1784.mp4,0.03,3.01,3.34,1.61,94.5,92.9,2378.0,-1.08,54.91,6.46,5.6,-0.71,1.55,R,R,strike,2.0
pitch1787.mp4,1.39,3.06,3.26,1.55,94.6,95.4,2011.0,0.13,53.8,5.96,6.7,0.34,1.25,R,R,ball,12.0
pitch1790.mp4,-0.13,3.34,3.54,1.7,93.4,93.0,2423.0,2.23,54.38,5.23,6.1,1.03,1.09,L,L,strike,2.0
pitch1791.mp4,-0.97,2.64,3.43,1.66,97.8,99.0,2281.0,-1.63,53.64,5.36,6.9,-0.79,1.43,L,R,ball,11.0
pitch1792.mp4,0.92,2.74,3.27,1.4,92.8,92.1,2391.0,-1.21,54.63,6.96,5.9,-0.46,1.67,R,R,ball,12.0
pitch1793.mp4,-0.52,3.12,3.33,1.52,97.7,97.4,2405.0,-1.45,54.17,6.31,6.3,-0.62,1.54,L,R,strike,1.0
pitch1794.mp4,0.81,1.31,3.29,1.6,94.6,95.6,2268.0,-2.49,53.56,4.81,6.9,-1.05,1.18,R,R,ball,14.0
pitch1796.mp4,0.96,2.16,3.31,1.56,95.4,95.4,2481.0,-2.16,54.02,5.43,6.5,-0.09,1.54,R,R,ball,14.0
pitch1797.mp4,-0.29,2.47,3.09,1.56,93.3,93.2,2526.0,-1.01,54.22,5.72,6.3,-1.28,1.22,L,R,strike,4.0
pitch1798.mp4,-0.2,2.26,3.42,1.67,97.2,97.8,2391.0,-2.0,53.87,5.48,6.6,-0.47,1.37,R,R,strike,5.0
pitch1799.mp4,0.82,1.86,3.46,1.64,98.7,98.8,2132.0,-1.19,54.19,5.89,6.3,-0.35,1.61,R,R,strike,9.0
pitch1801.mp4,-1.15,2.88,3.58,1.64,95.0,95.3,1981.0,-1.71,54.09,6.04,6.4,-0.4,1.23,R,R,ball,11.0
pitch1803.mp4,-0.92,5.08,3.38,1.66,94.5,95.0,2288.0,-2.73,53.54,6.32,7.0,-0.74,1.42,L,R,ball,11.0
pitch1804.mp4,-0.67,2.48,3.62,1.71,92.7,94.0,2231.0,-1.31,53.34,6.11,7.2,-0.77,1.56,L,R,strike,4.0
pitch1810.mp4,-0.84,2.75,3.44,1.43,89.1,89.9,2219.0,3.81,53.6,3.6,6.9,1.38,0.35,L,L,ball,11.0
pitch1811.mp4,0.45,2.48,3.3,1.59,96.7,96.9,2305.0,-1.61,54.08,5.91,6.4,-0.51,1.28,R,R,strike,6.0
pitch1813.mp4,0.16,1.88,3.53,1.63,91.4,90.6,2396.0,0.94,54.46,5.9,6.0,0.33,1.81,R,L,strike,8.0
pitch1816.mp4,-1.04,2.36,3.38,1.51,96.0,96.9,2201.0,-1.56,53.63,6.0,6.9,-0.44,1.52,L,R,ball,13.0
pitch1819.mp4,1.29,1.43,3.38,1.48,97.3,98.0,2411.0,-1.34,53.48,6.17,7.0,-0.87,1.64,R,R,ball,14.0
pitch1820.mp4,-0.94,2.8,3.71,1.77,92.5,94.3,2244.0,-0.78,53.18,5.23,7.3,-1.01,1.32,R,R,ball,11.0
pitch1821.mp4,0.48,4.13,3.31,1.55,95.4,94.4,2272.0,-2.3,54.59,5.95,5.9,-0.86,1.41,R,R,ball,12.0
pitch1823.mp4,-0.2,1.96,3.44,1.63,94.9,96.0,2423.0,-1.35,53.68,6.43,6.8,-0.73,1.37,L,R,strike,8.0
pitch1825.mp4,0.02,4.31,3.76,1.75,92.3,92.2,2445.0,0.63,54.07,5.82,6.4,0.52,1.9,R,L,ball,12.0
pitch1827.mp4,-0.7,2.97,3.44,1.42,96.1,95.3,2515.0,-1.76,54.55,5.8,5.9,-0.47,1.58,L,R,strike,1.0
pitch1828.mp4,-0.56,4.29,2.99,1.41,97.0,99.2,1901.0,-0.75,52.93,6.02,7.6,-0.58,1.52,L,R,ball,11.0
pitch1829.mp4,0.73,3.07,3.27,1.48,97.7,97.9,2458.0,-1.31,53.75,5.82,6.8,-0.79,1.36,R,R,strike,3.0
pitch1830.mp4,-0.13,2.32,3.29,1.59,96.8,97.5,2387.0,-1.7,53.79,6.16,6.7,-0.7,1.55,R,R,strike,5.0
pitch1831.mp4,-0.54,4.05,3.34,1.6,90.2,90.0,2296.0,1.79,54.26,6.44,6.2,0.3,1.61,R,L,ball,11.0
pitch1832.mp4,1.13,3.01,3.37,1.67,95.9,96.6,2332.0,-1.64,53.82,5.62,6.7,-0.61,1.65,L,R,ball,12.0
pitch1833.mp4,-1.27,4.68,3.48,1.62,94.3,95.2,2418.0,-2.09,53.6,6.02,6.9,-0.64,1.62,L,R,ball,11.0
pitch1834.mp4,-0.67,1.84,3.25,1.45,94.6,95.2,2346.0,-2.15,53.99,5.73,6.5,-0.61,1.46,L,R,strike,7.0
pitch1835.mp4,0.56,1.99,3.11,1.47,96.4,97.0,2281.0,2.45,53.66,5.47,6.8,0.53,1.47,R,L,strike,6.0
pitch1836.mp4,-0.9,1.81,3.17,1.41,95.5,96.9,2385.0,-2.29,53.1,6.03,7.4,-0.68,1.35,L,R,ball,13.0
pitch1838.mp4,-0.75,3.49,3.57,1.66,89.6,89.4,2120.0,-2.52,54.24,5.97,6.3,-0.45,0.76,R,R,strike,1.0
pitch1840.mp4,0.02,0.87,3.4,1.57,92.4,93.0,2473.0,-1.88,53.95,5.6,6.5,-0.66,1.28,R,R,ball,14.0
pitch1841.mp4,0.59,2.39,3.49,1.65,95.7,97.8,2081.0,-1.38,53.68,6.14,6.8,0.03,1.18,R,R,strike,6.0
pitch1842.mp4,1.3,1.99,3.66,1.74,96.2,96.1,2427.0,-2.03,54.0,5.91,6.5,-0.87,1.39,R,R,ball,14.0
pitch1847.mp4,0.03,4.25,3.75,1.85,94.6,95.2,2304.0,-1.91,53.72,6.02,6.8,-0.68,1.21,R,R,ball,12.0
pitch1848.mp4,-1.31,3.28,3.25,1.69,92.0,91.7,2164.0,-2.28,54.2,5.73,6.3,-0.28,1.11,L,R,ball,11.0
pitch1851.mp4,-0.52,3.35,3.42,1.52,93.1,93.3,1907.0,-1.44,54.07,6.26,6.4,-1.24,1.13,R,R,strike,1.0
pitch1852.mp4,0.26,3.6,3.53,1.72,93.9,94.1,2242.0,3.19,54.06,5.12,6.4,1.22,0.83,R,L,strike,2.0
pitch1854.mp4,-0.87,3.08,3.6,1.83,94.7,93.8,2336.0,1.03,54.32,5.38,6.2,0.52,1.59,R,L,ball,11.0
pitch1855.mp4,0.4,4.26,3.52,1.71,95.0,94.4,2259.0,-1.86,54.09,5.36,6.4,-0.95,1.47,L,R,ball,12.0
pitch1856.mp4,-1.5,2.4,3.59,1.71,92.3,92.9,2032.0,1.03,53.91,6.19,6.6,1.19,1.15,R,L,ball,13.0
pitch1857.mp4,-0.06,2.1,3.46,1.68,92.5,91.9,2027.0,1.82,54.38,6.0,6.1,0.36,1.16,R,L,strike,8.0
pitch1859.mp4,-0.01,2.51,3.63,1.8,94.6,94.4,2278.0,-1.28,54.11,5.6,6.4,-0.6,1.31,L,R,strike,5.0
pitch1860.mp4,-0.51,1.81,3.41,1.61,89.7,90.1,2187.0,2.07,53.77,6.55,6.7,0.37,1.54,R,L,strike,7.0
pitch1862.mp4,0.23,3.01,3.21,1.55,95.3,96.8,2349.0,-2.24,53.09,5.6,7.4,-1.14,1.33,R,R,strike,2.0
pitch1864.mp4,1.24,1.54,3.41,1.63,93.7,95.6,2374.0,-1.98,53.17,5.5,7.3,-0.14,1.28,R,R,ball,14.0
pitch1865.mp4,0.5,3.06,3.33,1.5,93.2,93.6,2297.0,1.74,53.94,4.84,6.6,1.41,0.81,R,L,strike,3.0
pitch1866.mp4,-0.15,2.65,3.71,1.57,93.1,95.0,2430.0,-1.83,53.14,5.14,7.4,-0.96,1.39,L,R,strike,5.0
pitch1867.mp4,0.21,2.38,3.44,1.68,95.2,96.8,2182.0,-1.36,53.34,5.58,7.2,-0.5,1.32,R,R,strike,5.0
pitch1870.mp4,1.04,1.47,3.06,1.65,97.3,98.2,2536.0,-1.18,53.6,5.7,6.9,-0.89,1.45,L,R,ball,14.0
pitch1871.mp4,-1.59,1.47,3.25,1.47,93.9,93.9,2403.0,2.38,54.0,5.34,6.5,0.81,1.53,R,L,ball,13.0
pitch1872.mp4,-0.74,1.93,3.16,1.69,95.3,96.8,2398.0,-2.11,53.25,5.71,7.2,-0.89,1.46,L,R,strike,7.0
pitch1873.mp4,0.36,1.55,3.58,1.74,93.4,94.1,2349.0,-1.52,53.58,6.15,6.9,-0.56,1.36,L,R,ball,14.0
pitch1874.mp4,1.37,1.56,3.7,1.84,96.4,96.7,2619.0,-2.93,53.99,5.38,6.5,-0.72,1.39,R,R,ball,14.0
pitch1875.mp4,0.9,2.15,3.24,1.56,93.5,93.7,2125.0,1.04,53.93,6.35,6.6,0.69,1.49,R,L,ball,14.0
pitch1876.mp4,0.64,2.72,3.51,1.7,93.9,94.5,2091.0,-1.29,53.67,6.53,6.8,-0.57,1.51,R,R,strike,6.0
pitch1877.mp4,-0.45,2.66,3.28,1.49,94.9,94.7,2345.0,-1.61,54.14,6.27,6.4,-0.84,1.41,L,R,strike,4.0
pitch1878.mp4,-0.57,3.28,3.63,1.58,92.4,94.1,2399.0,3.26,52.91,5.28,7.6,0.69,1.3,R,L,strike,1.0
pitch1879.mp4,1.5,2.08,3.19,1.65,94.2,96.0,2137.0,0.95,53.22,6.11,7.3,0.26,1.16,R,L,ball,14.0
pitch1880.mp4,-1.06,4.66,3.08,1.45,94.6,96.4,2389.0,-1.68,53.0,5.98,7.5,-0.08,1.37,R,R,ball,11.0
pitch1881.mp4,-0.25,3.06,3.47,1.57,94.6,94.6,2334.0,-2.02,54.15,5.94,6.3,-0.48,1.5,R,R,strike,2.0
pitch1883.mp4,-0.49,2.08,3.5,1.79,95.0,96.1,2190.0,-2.12,53.73,6.0,6.8,-0.37,0.74,L,R,strike,7.0
pitch1885.mp4,0.51,2.9,3.42,1.58,96.5,97.8,2366.0,-2.16,53.14,5.51,7.4,-1.05,1.48,R,R,strike,3.0
pitch1886.mp4,0.07,1.47,3.32,1.74,93.5,92.9,2439.0,-1.3,54.21,5.87,6.3,-0.82,1.46,R,R,ball,14.0
pitch1887.mp4,-0.63,4.05,3.5,1.65,93.4,93.3,2196.0,-0.92,54.49,6.07,6.0,-0.76,0.89,L,R,ball,11.0
pitch1888.mp4,0.97,3.44,3.01,1.41,89.8,90.0,1969.0,1.91,54.15,5.25,6.3,0.69,1.33,L,L,ball,12.0
pitch1890.mp4,1.38,4.21,3.09,1.47,93.2,92.9,2672.0,-1.44,54.43,5.74,6.1,-0.2,1.23,R,R,ball,12.0
pitch1892.mp4,-0.04,1.32,3.31,1.42,96.6,97.4,2444.0,-1.31,54.09,5.48,6.4,-0.37,1.22,L,R,strike,8.0
pitch1894.mp4,-0.43,4.24,3.33,1.65,96.1,98.1,2272.0,1.73,53.03,5.87,7.5,0.41,1.42,R,L,ball,11.0
pitch1895.mp4,-0.13,1.79,3.55,1.54,95.4,96.0,1830.0,-1.67,53.98,5.52,6.5,-0.63,1.27,L,R,strike,8.0
pitch1898.mp4,-0.06,2.13,3.38,1.68,91.3,92.7,2094.0,-1.43,53.38,6.35,7.1,-0.81,1.39,R,R,strike,8.0
pitch1899.mp4,1.07,2.44,3.57,1.85,90.2,91.0,2204.0,-1.52,53.73,5.72,6.8,-0.92,1.46,R,R,ball,14.0
pitch1900.mp4,-0.17,2.26,3.65,1.64,90.8,89.8,2245.0,0.79,54.47,5.92,6.0,0.31,1.64,R,L,strike,8.0
pitch1902.mp4,-0.06,2.4,3.76,1.75,93.3,94.3,2283.0,-3.35,53.77,5.29,6.7,-0.61,1.2,R,R,strike,5.0
pitch1903.mp4,0.47,3.65,3.56,1.69,95.4,95.7,2202.0,-1.67,54.01,6.37,6.5,-0.68,1.38,L,R,strike,3.0
pitch1904.mp4,0.26,4.19,3.51,1.57,93.7,94.0,1963.0,-2.48,54.02,6.0,6.5,0.0,1.28,R,R,ball,12.0
pitch1905.mp4,0.35,1.92,3.7,1.68,90.9,89.7,2384.0,-1.83,54.52,5.83,6.0,-0.9,1.48,R,R,strike,9.0
pitch1907.mp4,-0.21,4.57,3.31,1.52,91.1,90.5,2345.0,-1.33,54.38,5.7,6.1,-0.22,1.52,R,R,ball,11.0
pitch1910.mp4,0.72,4.69,3.4,1.61,92.2,91.3,2409.0,-1.79,54.55,7.19,6.0,-0.76,1.68,L,R,ball,12.0
pitch1911.mp4,0.35,2.02,3.5,1.55,95.1,96.1,2517.0,-1.04,53.64,5.78,6.9,-0.35,1.63,R,R,strike,9.0
pitch1914.mp4,-0.33,3.14,3.27,1.59,90.6,91.5,2068.0,-2.05,53.82,5.88,6.7,-0.61,1.29,R,R,strike,1.0
pitch1915.mp4,0.18,3.58,3.27,1.5,93.5,93.3,2287.0,-3.77,54.3,5.13,6.2,-0.81,1.09,L,R,ball,12.0
pitch1916.mp4,0.46,3.29,3.41,1.57,94.0,95.6,2385.0,-1.97,53.43,5.58,7.1,0.01,1.12,R,R,strike,3.0
pitch1918.mp4,-0.73,2.56,3.42,1.55,94.1,95.6,2295.0,2.05,53.76,5.84,6.7,0.67,1.3,R,L,strike,4.0
pitch1922.mp4,1.44,4.04,3.49,1.69,93.0,92.3,2460.0,-0.51,54.67,5.86,5.8,-0.17,1.59,L,R,ball,12.0
pitch1923.mp4,0.82,2.91,3.34,1.64,96.2,98.2,2474.0,-2.33,52.93,5.43,7.6,-1.11,1.44,L,R,strike,3.0
pitch1924.mp4,-0.36,2.52,3.37,1.46,89.7,89.6,1898.0,-1.83,54.18,6.02,6.3,-0.22,1.43,L,R,strike,4.0
pitch1926.mp4,1.34,2.61,3.37,1.58,95.0,93.9,2013.0,-1.43,54.42,6.12,6.1,-0.38,1.32,R,R,ball,12.0
pitch1927.mp4,0.56,2.28,3.49,1.58,97.1,97.1,2725.0,-1.43,54.1,6.04,6.4,-0.29,1.76,L,R,strike,6.0
pitch1928.mp4,-0.32,2.0,3.31,1.68,88.4,88.5,2280.0,-1.33,54.18,5.65,6.3,-0.63,1.35,L,R,strike,7.0
pitch1929.mp4,-0.02,2.58,3.3,1.44,93.3,94.1,2234.0,-2.14,53.71,5.62,6.8,-1.06,0.86,R,R,strike,5.0
pitch1932.mp4,-0.31,3.71,3.6,1.61,95.1,96.2,2193.0,-2.27,53.46,5.8,7.0,-0.92,1.24,L,R,strike,1.0
pitch1933.mp4,-0.07,0.78,3.17,1.42,97.5,99.4,2258.0,-1.78,53.02,5.78,7.5,-0.55,1.34,L,R,ball,13.0
pitch1934.mp4,-0.08,1.58,3.05,1.32,87.8,88.8,2195.0,-2.3,53.71,5.07,6.8,-0.51,1.2,L,R,strike,8.0
pitch1936.mp4,-0.12,1.44,3.82,1.85,92.4,93.8,2135.0,-1.99,53.39,5.92,7.1,-0.62,1.58,L,R,ball,13.0
pitch1940.mp4,0.63,2.55,3.43,1.63,93.5,94.0,2128.0,-1.37,54.01,5.89,6.5,-0.51,1.19,L,R,strike,6.0
pitch1945.mp4,0.31,2.07,3.59,1.71,95.1,95.9,2457.0,-2.23,53.59,5.95,6.9,-0.27,1.74,R,R,strike,9.0
pitch1946.mp4,0.24,2.69,3.51,1.63,92.3,93.4,2228.0,1.55,53.71,5.86,6.8,0.68,1.48,L,L,strike,5.0
pitch1947.mp4,0.69,3.33,3.41,1.56,94.8,95.0,2109.0,-2.24,53.83,5.65,6.7,-0.13,1.51,R,R,strike,3.0
pitch1949.mp4,-0.02,4.19,3.22,1.48,92.4,93.1,2155.0,1.13,54.12,5.93,6.4,-0.21,0.91,R,L,ball,11.0
pitch1950.mp4,-0.69,2.37,3.45,1.63,94.4,95.0,2084.0,-1.65,54.11,5.57,6.4,-0.68,1.04,L,R,strike,4.0
pitch1951.mp4,0.64,1.82,2.95,1.32,94.8,96.9,2472.0,-1.54,52.9,5.99,7.6,-0.17,1.44,R,R,strike,9.0
pitch1953.mp4,-0.87,2.15,3.36,1.66,95.1,95.8,2149.0,0.7,53.74,6.09,6.8,0.59,1.35,R,L,ball,13.0
pitch1955.mp4,-0.06,1.73,3.48,1.62,93.9,94.3,2271.0,1.54,53.75,6.06,6.8,0.48,1.49,R,L,strike,8.0
pitch1958.mp4,0.33,1.09,3.46,1.55,97.4,99.6,2001.0,-0.89,52.86,6.03,7.6,-0.43,1.42,L,R,ball,14.0
pitch1959.mp4,-1.05,3.28,3.53,1.67,90.2,90.4,2061.0,2.16,53.83,6.08,6.7,0.35,1.48,R,L,ball,11.0
pitch1960.mp4,-0.05,2.44,3.4,1.68,94.7,93.7,2527.0,1.67,54.5,5.64,6.0,0.9,1.55,L,L,strike,5.0
pitch1961.mp4,-1.14,2.4,3.6,1.64,94.2,93.8,2232.0,-2.69,54.65,5.91,5.9,-0.89,1.12,L,R,ball,13.0
pitch1962.mp4,0.2,2.21,3.23,1.56,93.7,96.2,2440.0,-2.04,52.8,4.36,7.7,-0.99,0.85,R,R,strike,5.0
pitch1963.mp4,-1.66,2.4,3.45,1.65,92.1,93.1,2157.0,-3.02,53.78,5.81,6.7,-0.23,1.33,R,R,ball,13.0
pitch1964.mp4,0.39,3.63,3.55,1.72,93.1,94.0,2443.0,2.25,53.82,5.51,6.7,0.83,0.97,R,L,strike,3.0
pitch1966.mp4,-0.97,2.77,3.19,1.61,94.6,95.2,2063.0,-1.18,54.26,6.34,6.2,-0.6,1.17,L,R,ball,11.0
pitch1968.mp4,0.19,4.2,3.39,1.54,97.3,96.7,2501.0,1.16,54.44,6.4,6.1,1.19,1.33,R,L,ball,12.0
pitch1969.mp4,-0.59,2.09,2.83,1.37,93.9,92.9,2476.0,2.49,54.54,5.96,6.0,0.89,1.61,L,L,strike,4.0
pitch1972.mp4,0.03,1.39,3.3,1.64,94.4,93.6,2224.0,1.76,54.44,5.65,6.1,1.0,1.4,L,L,ball,14.0
pitch1973.mp4,0.37,2.55,3.62,1.74,99.2,100.1,2455.0,-2.14,53.68,5.86,6.8,-0.78,1.46,R,R,strike,6.0
pitch1974.mp4,0.0,3.64,2.92,1.37,91.7,92.0,2364.0,-1.15,54.05,6.89,6.5,0.15,1.43,L,R,ball,12.0
pitch1977.mp4,-1.14,4.28,3.58,1.7,95.7,96.3,2292.0,2.49,53.49,5.32,7.0,0.56,1.45,R,L,ball,11.0
pitch1978.mp4,0.37,1.9,3.67,1.85,93.0,93.7,2309.0,-1.57,53.77,6.22,6.7,-0.56,1.46,L,R,strike,9.0
pitch1980.mp4,-0.45,1.77,3.22,1.44,92.6,91.9,2207.0,3.28,53.97,5.13,6.5,1.1,0.76,L,L,strike,7.0
pitch1981.mp4,0.27,1.72,3.17,1.5,94.2,94.9,2438.0,-1.5,53.7,5.49,6.8,-0.1,1.14,L,R,strike,8.0
pitch1982.mp4,-0.85,2.49,3.22,1.56,92.7,91.5,2360.0,-1.83,54.39,6.19,6.1,-0.19,1.63,L,R,ball,11.0
pitch1983.mp4,0.87,1.74,3.44,1.69,95.7,94.8,2658.0,-1.44,54.3,6.01,6.2,-0.57,1.5,L,R,ball,14.0
pitch1984.mp4,0.52,2.99,3.66,1.81,94.3,93.5,2137.0,-1.64,54.55,5.95,5.9,-0.93,1.16,L,R,strike,6.0
pitch1987.mp4,0.9,2.22,3.48,1.61,94.3,94.8,2226.0,-1.05,53.84,5.95,6.7,-0.83,1.19,L,R,ball,14.0
pitch1988.mp4,0.88,3.27,3.4,1.65,93.4,95.0,2165.0,-2.4,53.54,4.55,7.0,-0.68,1.33,R,R,ball,12.0
pitch1989.mp4,-0.87,4.11,3.6,1.7,93.9,93.7,2264.0,-2.3,53.92,5.52,6.6,-0.4,1.47,L,R,ball,11.0
pitch1992.mp4,0.8,2.06,3.2,1.47,96.6,96.8,2077.0,-1.78,54.05,5.88,6.5,-0.76,1.4,R,R,strike,6.0
pitch1993.mp4,-0.04,3.51,3.22,1.63,91.9,90.4,2513.0,-2.76,54.68,6.05,5.8,-0.45,1.28,L,R,ball,11.0
pitch1997.mp4,-0.75,2.55,3.7,1.82,91.4,91.6,2359.0,-3.5,54.02,5.05,6.5,-1.36,0.92,R,R,strike,4.0
pitch1998.mp4,1.0,2.19,3.47,1.66,96.7,95.0,2443.0,-2.24,54.89,5.13,5.6,-1.18,1.15,R,R,ball,14.0
pitch2001.mp4,0.75,2.55,3.51,1.46,97.8,100.1,2338.0,-2.08,53.04,4.7,7.5,-0.92,0.97,R,R,strike,6.0
pitch2002.mp4,-0.23,2.32,3.55,1.6,97.7,98.5,2457.0,-1.64,53.67,5.44,6.8,-0.71,1.42,L,R,strike,5.0
pitch2003.mp4,-0.61,2.35,3.05,1.29,92.8,92.2,2377.0,-2.64,54.5,5.11,6.0,-1.17,1.28,L,R,strike,4.0
pitch2007.mp4,-0.28,2.1,3.5,1.51,94.6,93.4,2548.0,0.9,54.54,6.28,6.0,0.83,1.64,L,L,strike,7.0
pitch2008.mp4,0.1,4.78,3.47,1.66,89.6,88.7,2341.0,2.95,54.08,5.21,6.4,1.15,1.3,L,L,ball,12.0
pitch2010.mp4,-1.21,2.33,3.14,1.48,90.0,90.5,2042.0,3.27,53.55,5.26,6.9,1.14,0.93,L,L,ball,11.0
pitch2012.mp4,0.04,3.52,3.42,1.66,95.8,95.0,2363.0,2.84,54.29,5.82,6.2,0.9,1.31,R,L,strike,2.0
pitch2013.mp4,-0.59,2.5,3.32,1.44,90.2,90.3,1951.0,-1.6,53.89,5.94,6.6,-0.62,1.43,L,R,strike,4.0
pitch2014.mp4,-0.3,2.66,3.22,1.53,95.4,95.2,2416.0,-2.37,53.96,5.76,6.5,-1.07,1.35,R,R,strike,4.0
pitch2017.mp4,-0.75,1.42,3.4,1.7,97.7,98.3,2589.0,-2.71,53.68,5.61,6.8,-0.78,1.52,L,R,ball,13.0
pitch2018.mp4,-0.25,1.93,3.33,1.47,91.8,91.9,2407.0,3.09,53.86,4.83,6.6,1.3,1.16,R,L,strike,8.0
pitch2019.mp4,-0.57,2.11,3.13,1.45,93.1,92.5,2466.0,-1.94,54.44,6.22,6.1,-1.09,1.32,L,R,strike,4.0
pitch2021.mp4,0.18,3.15,3.41,1.58,94.0,94.7,2172.0,-1.59,53.91,6.26,6.6,-0.26,1.4,R,R,strike,2.0
pitch2022.mp4,0.11,2.29,3.27,1.54,92.7,93.4,2099.0,-1.23,54.09,6.11,6.4,-0.66,0.99,R,R,strike,5.0
pitch2024.mp4,-0.31,3.05,3.2,1.54,96.0,96.4,2343.0,-1.64,53.52,5.66,7.0,-0.49,1.51,L,R,strike,1.0
pitch2026.mp4,0.38,2.69,3.7,1.73,95.3,96.0,2205.0,-2.57,53.94,6.12,6.6,-0.72,1.33,R,R,strike,6.0
pitch2027.mp4,-0.28,1.45,3.52,1.77,93.2,92.4,2185.0,-1.35,54.34,5.39,6.2,-0.86,1.51,L,R,ball,13.0
pitch2028.mp4,-1.33,3.51,3.39,1.68,93.0,92.3,2345.0,-0.78,54.56,5.83,5.9,-0.79,1.22,L,R,ball,11.0
pitch2029.mp4,0.48,1.43,3.07,1.44,98.3,98.1,2429.0,-1.22,54.15,6.25,6.3,-0.1,1.42,R,R,strike,9.0
pitch2030.mp4,0.7,1.87,3.08,1.47,96.5,97.4,2303.0,-2.05,53.8,6.01,6.7,0.08,0.84,L,R,strike,9.0
pitch2036.mp4,-1.27,3.13,3.8,1.86,95.4,95.8,2372.0,1.18,53.95,5.89,6.6,-0.4,0.68,R,L,ball,11.0
pitch2039.mp4,0.88,3.48,3.33,1.45,89.0,90.4,2030.0,2.18,53.68,6.54,6.8,0.44,1.29,R,L,ball,12.0
pitch2040.mp4,-0.71,4.68,3.17,1.47,97.7,97.9,2458.0,-0.74,53.87,6.42,6.6,-0.31,1.46,R,R,ball,11.0
pitch2042.mp4,-0.51,4.16,3.77,1.84,91.1,91.7,2242.0,3.7,53.44,3.74,7.1,1.41,0.49,R,L,ball,11.0
pitch2043.mp4,0.47,1.68,3.17,1.52,91.0,90.0,2195.0,-0.93,54.53,5.86,6.0,-0.83,1.54,L,R,strike,9.0
pitch2044.mp4,0.77,2.29,3.65,1.69,97.9,97.2,2139.0,-1.95,54.11,5.76,6.4,-0.58,1.7,R,R,strike,9.0
pitch2046.mp4,-1.18,3.19,3.19,1.66,92.4,91.9,2282.0,-1.12,54.5,5.89,6.0,-0.93,1.22,L,R,ball,11.0
pitch2049.mp4,-0.5,1.38,3.52,1.69,96.2,97.1,2305.0,2.72,53.42,5.28,7.1,0.71,1.64,R,L,ball,13.0
pitch2050.mp4,0.18,3.13,3.3,1.48,96.1,96.0,2382.0,-1.68,54.69,5.66,5.8,-0.59,1.47,L,R,strike,2.0
pitch2053.mp4,-0.79,2.54,2.99,1.34,95.1,95.7,2404.0,-1.02,53.78,6.33,6.7,-0.31,1.64,L,R,strike,1.0
pitch2055.mp4,-0.85,2.75,3.53,1.6,94.1,94.2,2105.0,-1.9,54.23,5.23,6.3,-0.77,1.2,R,R,ball,11.0
pitch2056.mp4,0.64,2.05,3.29,1.6,92.7,91.8,2469.0,-1.63,54.57,7.06,5.9,-0.89,1.78,R,R,strike,9.0
pitch2058.mp4,-0.25,2.74,3.13,1.42,94.5,94.5,2324.0,2.12,53.86,5.55,6.6,0.61,1.47,R,L,strike,2.0
pitch2060.mp4,1.16,2.02,3.54,1.67,95.2,95.4,1970.0,-1.81,54.1,5.66,6.4,-0.63,1.22,R,R,ball,14.0
pitch2061.mp4,0.6,1.51,3.54,1.66,92.9,92.6,2279.0,-2.3,54.06,5.87,6.4,-0.65,1.57,L,R,ball,14.0
pitch2064.mp4,1.81,1.75,3.54,1.67,95.4,95.0,2663.0,-1.18,54.27,6.38,6.2,0.0,1.31,R,R,ball,14.0
pitch2065.mp4,0.53,2.86,3.12,1.55,96.5,96.4,,-1.33,54.0,6.16,6.5,-0.08,1.47,L,R,strike,3.0
pitch2069.mp4,0.75,1.93,3.48,1.74,97.9,98.1,2084.0,-1.83,53.73,5.64,6.8,-1.04,1.52,L,R,strike,9.0
pitch2075.mp4,-1.63,5.15,3.09,1.6,96.1,95.5,2437.0,-1.52,54.45,6.28,6.1,-0.22,1.37,L,R,ball,11.0
